,Location ,Latitude ,NESS ID ,Longitude ,NWS ID ,Elevation ,Agency 
CLYO,Lyons Valley California,"39° 07' 33""",32781766,"123° 04' 25""",041408,3200 ft.,BLM
XCAP,Caprock New Mexico,"32° 55' 40""",325B241C,"103° 51' 24""",293104,4210 ft.,BLM
OCHL,Chillicothe Ohio,"39° 23' 09""",61400010,"82° 59' 06""",337301,630 ft.,S&amp;PF
ASHA,Shadow Rim Arizona,"34° 24' 21""",329286DC,"111° 16' 59""",020611,5543 ft.,USFS
IWEI,Weiser River Idaho,"44° 50' 51""",325E60D6,"116° 25' 36""",101108,5500 ft.,USFS
GLAW,Lawson Georgia,"31° 54' 16""",F8E00A18,"81° 35' 41""",097901,91 ft.,DOD
CLCR,Lake County California,"39° 01' 56""",C6000110,"122° 55' 20""",,1390 ft.,S&amp;PF
WDIA,Diamond Lake Wisconsin,"45° 06' 20""",5370D512,"90° 41' 24""",471703,1317 ft.,S&amp;PF
CBOU,Boulder Cr Micro California,"40° 08' 00""",32332288,"120° 57' 00""",040993,0 ft.,USFS
ISYR,Syringa Idaho,"46° 09' 29""",3264526E,"115° 42' 00""",,3377 ft.,USFS
TMAT,Matagorda Island Texas,"28° 07' 22""",8378478E,"96° 48' 08""",418503,36 ft.,FWS
GMCI,Milledgeville Georgia,"32° 46' 47""",310081E8,"83° 15' 00""",095001,420 ft.,S&amp;PF
UB10,BAER #10 Mollie Fire Utah,"39° 58' 03""",3263A0DE,"111° 43' 45""",,8445 ft.,USFS
CTWI,Twisselman California,"35° 21' 45""",CA52169A,"119° 49' 24""",045019,3232 ft.,S&amp;PF
CPAT,Patty Mocus California,"40° 17' 10""",324093A4,"122° 52' 29""",040812,3772 ft.,USFS
NELY,Ely Nevada,"39° 17' 32""",32566470,"114° 50' 10""",261407,6590 ft.,BLM
CBEC,Beckwourth California,"39° 56' 18""",3238C2D2,"120° 33' 36""",040995,5800 ft.,USFS
CDRY,Dry Lake Colorado,"40° 32' 06""",3235E758,"106° 46' 51""",050207,8320 ft.,USFS
CJOH,Johnsondale California,"35° 58' 18""",324006C6,"118° 32' 42""",044707,4700 ft.,USFS
CCLD,Cold Springs California,"41° 46' 53""",328E2026,"120° 19' 09""",040314,6379 ft.,USFS
ANUU,Nunatak Upper Alaska,"58° 59' 01""",3962C6E6,"136° 06' 01""",GNUA2,941 ft.,NPS
CLN3,LN3 - Portable California,"40° 17' 00""",3238B442,"121° 12' 00""",,6000 ft.,USFS
SCAR,Carolina Sandhills S. Carolina,"34° 39' 43""",8376C5F2,"80° 16' 27""",381201,394 ft.,FWS
CHAR,Harper California,"35° 05' 24""",,"117° 26' 59""",,2750 ft.,
CNEE,Needle Creek Colorado,"38° 23' 22""",32405868,"106° 31' 49""",054704,8900 ft.,USFS
TGIL,Gilmer Texas,"32° 42' 06""",88400776,"94° 56' 41""",411401,500 ft.,S&amp;PF
MGOR,Goris Gulch Montana,"45° 47' 00""",,"113° 21' 00""",245411,6290 ft.,BLM
UDIA,Diamond Canyon (III 6-C) Utah,"39° 14' 38""",324DD3C8,"109° 28' 03""",,6118 ft.,BLM
IN11,NPS #11 Big Creek Idaho,"45° 08' 14""",,"115° 19' 05""",,5775 ft.,
MCUT,Cutfoot Minnesota,"47° 32' 11""",328D01C4,"94° 03' 16""",211005,1300 ft.,USFS
CCOO,Cooskie Mountain California,"40° 15' 25""",3254541E,"124° 15' 58""",040422,2950 ft.,BLM
CASH,Ash Valley California,"41° 03' 07""",3250C446,"120° 41' 10""",040726,5100 ft.,BLM
CKLB,Klamath Basin NWR California,"41° 56' 38""",837A279C,"121° 33' 53""",049916,4040 ft.,FWS
WSAN,Sandstone Wyoming,"41° 11' 51""",32D51256,"107° 13' 10""",482012,8100 ft.,USFS
MLIB,Libby Montana,"48° 23' 00""",3272E6B0,"115° 34' 00""",240107,2070 ft.,USFS
MLTC,Litchfield Minnesota,"45° 04' 19""",83791508,"94° 31' 49""",214501,1076 ft.,FWS
MOSC,Oscar Montana,"47° 19' 42""",060083D8,"108° 55' 30""",,3565 ft.,DOD
GOKN,Oke - NW Georgia,"30° 53' 31""",32B00A00,"82° 23' 47""",,125 ft.,FWS
CGG1,Golden Gate NRA #1 California,"37° 50' 00""",FA50563A,"122° 32' 07""",,1500 ft.,NPS
GGAN,Gannett Lake Georgia,"30° 39' 45""",8371E12A,"82° 14' 48""",,5 ft.,FWS
AJDC,JD Cabin Arizona,"35° 08' 23""",,"112° 03' 30""",,6800 ft.,
NORI,Oriental Wash Nevada,"37° 14' 07""",325C95A6,"117° 29' 47""",261502,4100 ft.,BLM
CPFL,Poppet Flats California,"33° 51' 23""",324F76C4,"116° 51' 37""",045632,3823 ft.,BLM
LNOA,New Orleans Airport (FRWS-9),"29° 59' 23""",,"90° 15' 43""",,4 ft.,
CAMM,Ammo Dump California,"33° 22' 53""",92003632,"117° 17' 08""",045738,1068 ft.,DOD
APNS,Poinsett Arkansas,"35° 31' 58""",0720468A,"90° 41' 07""",032801,335 ft.,S&amp;PF
UKFO,KFO Kanab Utah,"37° 02' 15""",3237C440,"112° 31' 50""",,4915 ft.,BLM
ODE2,Deschutes Portable #2 Oregon,"43° 23' 30""",,"121° 46' 24""",353391,3000 ft.,USFS
KANE,Kane Gulch - Blanding 23WSW,"37° 31' 35""",3255A660,"109° 53' 37""",422712,6600 ft.,BLM
ABOL,Bolio Alaska,"63° 52' 00""",D0D000A2,"145° 50' 00""",500751,2450 ft.,DOD
SIND,Indian Butte South Dakota,"45° 08' 22""",3276D610,"103° 54' 46""",390901,3400 ft.,BLM
OCAL,Calvert Peak Oregon,"42° 46' 40""",32678308,"123° 43' 46""",352919,3822 ft.,BLM
ABEV,Beaver (WBQ) Alaska,"66° 16' 00""",12613192,"146° 31' 00""",500418,483 ft.,FWS
MSTK,Steele Creek Montana,"45° 36' 17""",328EE538,"113° 20' 47""",245417,6405 ft.,USFS
NDOU,Double H Nevada,"41° 39' 09""",3250122E,"118° 02' 39""",260207,6380 ft.,BLM
VGDR,Great Dismal NWR Virginia,"36° 36' 46""",837216A0,"76° 33' 15""",449801,30 ft.,FWS
TELM,Elephant Mtn WMA Texas,"30° 01' 50""",AAC3834A,"103° 28' 24""",417404,4476 ft.,S&amp;PF
TPEA,Pearsall Texas,"28° 53' 06""",884297E0,"99° 06' 38""",418102,525 ft.,S&amp;PF
ODEN,Dean Ohio,"38° 42' 00""",3288C31A,"82° 38' 00""",338401,923 ft.,USFS
OHAR,Harl Butte Oregon,"45° 19' 09""",3262B152,"116° 52' 03""",351502,6071 ft.,USFS
IRAF,Raft River Idaho,"42° 32' 52""",325CE336,"113° 15' 34""",104104,4400 ft.,BLM
CTUO,Gaylor Meadow California,"37° 52' 06""",FA453382,"119° 19' 06""",043611,9270 ft.,NPS
URSP,Red Spur Utah,"41° 37' 54""",3289726E,"111° 24' 40""",420206,8872 ft.,USFS
MLIH,Little Bighorn Montana,"45° 34' 11""",3257668A,"107° 26' 09""",245108,3400 ft.,BIA
ICOP,Copper Basin Idaho,"43° 48' 00""",3241FA6A,"113° 50' 00""",101804,7820 ft.,USFS
WTRA,Trade River Wisconsin,"45° 39' 10""",,"92° 41' 35""",,881 ft.,
MPOW,Powellville Maryland,"38° 21' 00""",B800376E,"75° 25' 00""",182201,16 ft.,S&amp;PF
MCOU,Council Bluff Missouri,"37° 43' 20""",328BB284,"90° 56' 02""",236501,1322 ft.,USFS
TCED,Cedar Texas,"35° 40' 00""",FA62C0DC,"101° 34' 00""",418701,3052 ft.,NPS
ABEL,Belmont Arizona,"33° 40' 27""",32552074,"112° 55' 22""",021504,1855 ft.,BLM
CLST,Las Tablas California,"35° 39' 23""",CA23742A,"120° 55' 27""",044904,994 ft.,S&amp;PF
GDAW,Dawsonville Georgia,"34° 22' 34""",3100148A,"84° 03' 35""",091101,1213 ft.,S&amp;PF
IRRP,Red Rock Peak Idaho,"44° 59' 16""",3263A0DE,"114° 25' 06""",101316,7910 ft.,USFS
CWAL,Walker Pass California,"35° 39' 53""",3253B5D8,"118° 03' 25""",45014,5572 ft.,BLM
HMLK,Molokai 1 Hawaii,"21° 06' 54""",487016AC,"156° 56' 51""",498011,2733 ft.,S&amp;PF
CDBD,Double Dome (Class III-9C) California,"38° 20' 11""",324E3734,"119° 53' 20""",043690,7500 ft.,BLM
ILUC,Lucky Peak Idaho,"43° 35' 15""",324FA0AC,"115° 59' 33""",,3170 ft.,BLM
CLFD,Livermore F.D. California,"37° 41' 33""",,"121° 55' 21""",,314 ft.,
CDUT,Dutch-Indy California,"41° 38' 38""",32A0034C,"123° 26' 39""",040246,2310 ft.,USFS
CLAY,Laytonville California,"39° 42' 08""",CA2BC302,"123° 29' 06""",041019,1820 ft.,S&amp;PF
CLAR,Laural Mountain California,"35° 28' 42""",324AF710,"117° 41' 56""",045015,4390 ft.,BLM
ABUU,Buckland Uplands Alaska,"65° 54' 29""",32D564C6,"160° 52' 27""",500218,400 ft.,BLM
OEDE,Eden Oregon,"45° 55' 36""",3246157E,"117° 35' 18""",351518,4200 ft.,USFS
NEMI,Emigrant Canyon Nevada,"40° 40' 01""",324B6088,"116° 16' 52""",109990,6360 ft.,BLM
LDOV,Dove Field Louisiana,"31° 01' 59""",333383D2,"92° 58' 55""",162303,267 ft.,USFS
LEVA,Evangeline/Gardner Louisiana,"31° 11' 06""",326E75D0,"92° 37' 53""",162401,185 ft.,USFS
MWRR,Warren Mississippi,"32° 21' 23""",3910A358,"90° 50' 38""",224201,248 ft.,S&amp;PF
HEWI,Hewinta Utah,"40° 57' 10""",32413F74,"110° 28' 50""",420705,6500 ft.,USFS
ASP1,Arizona Strip Portable L1 Arizona,"36° 09' 00""",,"113° 42' 00""",,6000 ft.,
OCRA,Crane Prairie Oregon,"44° 10' 00""",32622430,"118° 28' 00""",352305,5500 ft.,USFS
CSNL,San Luis NWR California,"37° 10' 56""",8374C006,"120° 47' 38""",044004,65 ft.,FWS
MAVA,Ava Missouri,"36° 56' 35""",32720542,"92° 39' 00""",238502,1311 ft.,USFS
WLOS,Lost Lake Washington,"48° 52' 23""",3249D6F2,"119° 03' 57""",452029,3760 ft.,USFS
NASH,Ash Meadows Nevada,"36° 24' 32""",83780484,"116° 20' 18""",261711,2091 ft.,FWS
AFAI,Fairbanks Alaska,"64° 50' 12""",32433452,"147° 36' 54""",500741,454 ft.,BLM
NSTO,Stonykill New York,"41° 30' 00""",6250161E,"73° 54' 00""",305103,200 ft.,S&amp;PF
TSHI,Shiloh NMP Tennessee,"35° 09' 18""",0260E284,"88° 19' 18""",408302,420 ft.,S&amp;PF
GDAL,Dallas Georgia,"33° 50' 00""",31002110,"84° 44' 24""",092201,907 ft.,S&amp;PF
TLRG,Santa Ana NWR Texas,"26° 05' 02""",837197BA,"98° 08' 13""",418602,90 ft.,FWS
AFRN,Francis Mtn Arizona,"34° 29' 00""",,"112° 36' 00""",,7110 ft.,
ATRP,Terrapin Creek Alabama,"33° 53' 37""",3242534E,"85° 31' 40""",012301,805 ft.,USFS
OWAM,Wamic Mill Oregon,"45° 14' 26""",324045CC,"121° 27' 11""",350913,3320 ft.,USFS
ASTK,Strickler Arkansas,"35° 52' 06""",328A03F0,"94° 17' 49""",030901,1633 ft.,USFS
ICGM,Craig Mountain (Portable) Idaho,"46° 07' 42""",,"116° 49' 06""",,4680 ft.,
WTCR,Three Corner Rock Washington,"45° 43' 15""",30001528,"122° 02' 14""",451928,3450 ft.,S&amp;PF
WSIG,Signal Peak Washington,"46° 13' 37""",3263F0A2,"121° 08' 15""",452307,5052 ft.,BIA
CCWC,Crow Creek Colorado,"40° 39' 00""",,"104° 20' 15""",,4850 ft.,
CMRF,Morefield Colorado,"37° 18' 02""",FA630738,"108° 24' 48""",055706,7820 ft.,NPS
CCLO,Clover California,"39° 52' 10""",323A67DE,"120° 22' 55""",040990,5760 ft.,USFS
GARM,Armuchee #1 Georgia,"34° 41' 43""",32732154,"85° 10' 25""",090201,1152 ft.,USFS
WBAR,Barnes Wisconsin,"46° 24' 00""",53704070,"91° 30' 00""",470202,1210 ft.,S&amp;PF
MHAR,Harris Creek Montana,"46° 37' 22""",,"105° 36' 48""",244103,2480 ft.,BLM
GMOO,Moody Georgia,"30° 58' 56""",32B76DD2,"83° 10' 34""",,193 ft.,DOD
CHOL,Horse Lake California,"40° 37' 24""",32575310,"120° 28' 40""",040727,5100 ft.,BLM
CBDY,Bradley California,"35° 51' 52""",CA25A28C,"120° 48' 11""",044303,537 ft.,S&amp;PF
MCLI,MDC Clinton Hqtrs Missouri,"38° 20' 54""",57301558,"93° 46' 29""",233701,750 ft.,S&amp;PF
PDIS,Distant Pennsylvania,"40° 59' 00""",,"79° 20' 23""",,1420 ft.,
MMAR,Marion Mississippi,"31° 12' 41""",391003A0,"89° 55' 21""",227202,380 ft.,S&amp;PF
CBUT,Butte Meadows California,"40° 04' 44""",,"121° 30' 14""",,4960 ft.,
CGYP,Gypsum Colorado,"39° 41' 43""",3259D16C,"106° 58' 23""",051607,7340 ft.,BLM
OHYR,Hyack Ridge Oregon,"45° 53' 00""",,"123° 50' 00""",,1620 ft.,
AGUT,Guthrie Arizona,"32° 52' 55""",32583064,"109° 18' 33""",021104,3600 ft.,BLM
XMCH,Mesa Chivato New Mexico,"35° 31' 35""",329144CC,"107° 19' 16""",,8140 ft.,BLM
ASAL,Salmon Trout Alaska,"66° 48' 45""",3243A130,"141° 37' 12""",500412,2210 ft.,BLM
CBAC,Backbone California,"40° 53' 21""",324080D2,"123° 08' 32""",040518,4700 ft.,USFS
TGEO,George West Texas,"28° 22' 00""",884032EC,"98° 07' 00""",418201,215 ft.,S&amp;PF
XBLC,Bluewater Creek New Mexico,"35° 13' 22""",3286A294,"108° 09' 19""",293302,7624 ft.,USFS
ACO1,Coconino Micro #1 Arizona,"35° 08' 43""",326BF404,"111° 40' 30""",020291,4500 ft.,USFS
CSTF,Steely Fork California,"38° 37' 34""",326EA3B8,"120° 31' 40""",042615,4006 ft.,USFS
NKIN,Kings Canyon Nebraska,"42° 43' 26""",32382120,"102° 58' 17""",250203,4080 ft.,USFS
WLOG,Logan West Virginia,"37° 51' 18""",900000EC,"81° 54' 52""",464601,1650 ft.,S&amp;PF
AWLL,Willow Alaska,"61° 45' 54""",3247548E,"150° 03' 01""",500971,210 ft.,S&amp;PF
CGSP,Green Spring California,"37° 49' 59""",CA21E4BC,"120° 30' 00""",043613,1020 ft.,S&amp;PF
IPC3,Panther Idaho (Class III 3-C),"43° 32' 59""",,"114° 29' 18""",,7365 ft.,
MGRE,Greene Mississippi,"31° 10' 27""",391085B4,"88° 36' 27""",227601,156 ft.,S&amp;PF
CBR4,Bridgeport 4NW California,"38° 16' 19""",3285551E,"119° 17' 21""",043702,6650 ft.,USFS
CMLK,Milk Ranch California,"36° 29' 12""",,"118° 46' 48""",,6225 ft.,
CBLU,Blue Park Colorado,"37° 47' 52""",3234F6D4,"106° 46' 45""",055305,10300 ft.,USFS
MTTC,Trout Creek (Portable) Montana,"47° 07' 02""",,"114° 52' 05""",,3180 ft.,
CDEL,Delonagha California,"35° 34' 12""",010345A6,"118° 37' 00""",109914,3120 ft.,BLM
AHLM,Helm Alaska,"55° 31' 47""",3249009A,"131° 21' 58""",501042,1400 ft.,USFS
WLEI,Leigh Creek Wyoming,"44° 06' 24""",32829234,"107° 13' 26""",480906,8202 ft.,USFS
CDES,Descanso California,"32° 51' 25""",3236B02A,"116° 37' 20""",045707,3480 ft.,USFS
MGOL,Golf Montana,"47° 14' 30""",0600602A,"112° 05' 30""",,4310 ft.,DOD
ACHP,Chilkoot Pass Alaska,"59° 41' 43""",3962661E,"135° 15' 33""",CKPA2,4200 ft.,NPS
CF31,CalFire Portable #31 California,"34° 10' 55""",CA48D548,"117° 23' 07""",TT308,1605 ft.,S&amp;PF
NECH,Echo 01 Nebraska,"41° 06' 09""",060016BA,"103° 58' 59""",,5280 ft.,DOD
NBIG,Big Bend Nevada,"35° 07' 07""",,"114° 41' 36""",261704,1000 ft.,BLM
XRIO,Rio Grande Gorge New Mexico,"36° 42' 35""",,"105° 40' 00""",290304,8120 ft.,BLM
CPIL,Pilot Hill California,"38° 49' 57""",CA21D126,"121° 00' 31""",042609,1200 ft.,S&amp;PF
ALNE,Lone Island Alaska,"58° 43' 19""",396008DE,"136° 17' 42""",GLIA2,85 ft.,NPS
OTRO,Trout Creek Oregon,"44° 06' 40""",324A0794,"122° 34' 30""",352552,2400 ft.,BLM
WHAY,Hayward Wisconsin,"46° 01' 52""",53709618,"91° 26' 59""",470804,1215 ft.,S&amp;PF
ACNL,Canelo Arizona,"31° 32' 59""",AAC113DC,"110° 31' 09""",,4629 ft.,USFS
CCRY,Crystal Lake (BAER) California,"34° 19' 05""",3286D404,"117° 50' 30""",049902,5448 ft.,USFS
OSMC,Seven Mile Creek Oregon,"43° 12' 36""",60005212,"124° 19' 03""",352820,438 ft.,S&amp;PF
TMAA,Matador W.M.A. Texas,"34° 08' 00""",884252FE,"100° 25' 00""",418902,1900 ft.,S&amp;PF
IOHI,Ohio Gulch Idaho,"43° 36' 03""",3252614A,"114° 18' 57""",102906,6220 ft.,BLM
JOES,Joes Valley Utah,"39° 18' 34""",323C376C,"111° 19' 22""",421602,8700 ft.,USFS
MSUS,Susquehanna Maryland,"39° 38' 49""",B8001182,"76° 08' 22""",180701,300 ft.,S&amp;PF
MDEB,Deerborn Montana,"47° 07' 58""",22004194,"111° 54' 03""",241910,3518 ft.,S&amp;PF
CCDZ,Cordoza Ridge California,"37° 10' 06""",A4B001F2,"121° 31' 42""",,2331 ft.,S&amp;PF
UTIK,Tickville Utah,"40° 24' 12""",AAC49208,"112° 00' 52""",,5191 ft.,DOD
OMAU,Maumee Ohio,"41° 31' 50""",6140506C,"83° 55' 46""",330201,612 ft.,S&amp;PF
NJCL,J. Clark Salyer North Dakota,"48° 22' 12""",837581F6,"100° 25' 48""",320401,1250 ft.,FWS
WHER,Herb Ridge Washington,"48° 09' 59""",300020B2,"124° 19' 31""",450118,2000 ft.,DNR
IDIX,Dixon Springs Illinois,"37° 26' 10""",3282B4D8,"88° 40' 02""",119501,540 ft.,USFS
AGRZ,Grezelka Range Alaska,"61° 17' 00""",D0D043A8,"149° 37' 00""",500968,2500 ft.,DOD
FWIL,Wilma Florida,"30° 10' 10""",3265A010,"84° 56' 04""",082001,50 ft.,USFS
AFRA,Frazier Wells Arizona,"35° 50' 44""",5212A5E6,"113° 03' 18""",020213,6770 ft.,BIA
CBOG,Bogard R.S. California,"40° 35' 31""",3237A1A6,"121° 04' 41""",040703,5650 ft.,USFS
IBOF,Bonners Ferry Idaho,"48° 40' 32""",3274058C,"116° 20' 10""",100101,1760 ft.,USFS
NHOH,Horseshoe House North Carolina,"35° 28' 10""",407203EC,"79° 22' 51""",318203,317 ft.,S&amp;PF
APRE,Preacher Creek Alaska,"65° 55' 24""",12606314,"145° 01' 48""",500738,1038 ft.,FWS
TMAS,Mason Texas,"30° 44' 09""",88409214,"99° 11' 10""",417801,1463 ft.,S&amp;PF
NBAK,Baker Flat Nevada,"39° 00' 07""",FA62B64C,"114° 13' 03""",260806,6840 ft.,NPS
OPOI,Point Prominence Oregon,"45° 22' 19""",326B7210,"117° 42' 08""",351408,6760 ft.,USFS
WHOR,Horicon Wisconsin,"43° 34' 14""",837600EC,"88° 36' 31""",475601,800 ft.,FWS
ADEC,Deception Hills Alaska,"58° 45' 40""",3962A300,"136° 26' 12""",,15 ft.,NPS
TLAC,Lacy Texas,"30° 20' 03""",32D0A8CA,"97° 19' 27""",,557 ft.,S&amp;PF
MWEF,West Fork Montana,"45° 49' 05""",326E0340,"114° 15' 47""",242907,5200 ft.,USFS
NFRT,Fire Tower North Carolina,"34° 36' 41""",,"77° 17' 30""",,20 ft.,
NLEX,Lexington North Carolina,"35° 47' 32""",4070B596,"80° 18' 43""",314602,750 ft.,S&amp;PF
MWIS,Wise River Montana,"45° 47' 00""",3272D32A,"112° 56' 00""",245405,5704 ft.,USFS
WCLA,Clam Lake Wisconsin,"46° 11' 52""",333232A6,"90° 58' 13""",470304,1506 ft.,USFS
AONE,Oneonta Alabama,"33° 56' 20""",32B3ADF6,"86° 23' 21""",011401,1104 ft.,S&amp;PF
MASH,Ashland Missouri,"38° 48' 43""",57304524,"92° 15' 25""",232401,798 ft.,S&amp;PF
CPLA,Pala California,"33° 21' 40""",CA80250E,"117° 06' 21""",,455 ft.,S&amp;PF
CBAR,Barnaby California,"38° 01' 41""",FA5033DC,"122° 42' 08""",042308,1240 ft.,NPS
CBCN,Bell Canyon California,"33° 32' 30""",CA4A93B6,"117° 35' 30""",045735,700 ft.,S&amp;PF
ITRA,Trail Gulch Idaho,"42° 18' 58""",325EC02E,"114° 18' 11""",104004,6000 ft.,USFS
ABCL,Buckskin Lo Arizona,"36° 16' 05""",326AA682,"110° 36' 30""",,7400 ft.,BIA
ORID,Riddle Mountain Oregon,"43° 06' 02""",3253C348,"118° 29' 53""",353511,6352 ft.,BLM
HUSG,Puu Mali Hawaii,"19° 54' 59""",3181742E,"155° 25' 15""",496029,6658 ft.,S&amp;PF
MPLW,Plainwell Michigan,"42° 39' 47""",080010B4,"85° 38' 49""",206401,741 ft.,S&amp;PF
NDEV,Devils Lake North Dakota,"47° 59' 07""",5210E318,"98° 54' 27""",321401,1530 ft.,BIA
OSEL,Seldom Creek Oregon,"42° 24' 27""",32464502,"122° 11' 29""",353339,4875 ft.,USFS
KSOM,Somerset Kentucky,"37° 03' 20""",3284B416,"84° 36' 54""",157002,927 ft.,USFS
WVMR,Marlinton West Virginia,"38° 13' 38""",33349290,"80° 02' 16""",464203,3082 ft.,USFS
AONI,Onion Portage Alaska,"67° 06' 46""",FA60F0B2,"158° 15' 59""",,200 ft.,NPS
AGRB,Greenbase Arizona,"35° 16' 27""",323923DA,"112° 03' 35""",020284,6923 ft.,USFS
FBLA,Blackwater Forestry Center Florida,"30° 51' 30""",,"86° 51' 56""",,206 ft.,
OPRI,Pringle Falls Ex. Farm Oregon,"43° 44' 00""",,"121° 37' 00""",,4650 ft.,
MNMA,North Manitou Michigan,"45° 07' 22""",3274D3E4,"85° 58' 42""",,607 ft.,NPS
IMGP,Magee Peak Idaho,"47° 53' 01""",3273F73C,"116° 18' 06""",100425,4856 ft.,USFS
CGG3,Golden Gate NRA #3 California,"37° 39' 06""",FA508052,"119° 50' 45""",,455 ft.,NPS
WFAL,Fales Rock Wyoming,"42° 51' 23""",3265139E,"107° 16' 20""",481504,6380 ft.,BLM
IHSB,Horse Butte Idaho,"42° 25' 02""",32513638,"115° 13' 40""",103205,5000 ft.,BLM
ADEN,Denali Visitor Center Alaska,"63° 43' 56""",FA61B142,"148° 54' 20""",500626,1800 ft.,NPS
CCRE,Crestview California,"37° 44' 42""",324266D4,"118° 59' 00""",043709,7600 ft.,USFS
CFIS,Fish Creek Mtn California,"32° 59' 25""",3277A27A,"116° 04' 01""",045802,760 ft.,BLM
ADBY,Dry Bay Alaska,"59° 10' 05""",39622514,"138° 29' 03""",DBWA2,29 ft.,NPS
CREF,Red Feather Colorado,"40° 47' 53""",323610D2,"105° 34' 20""",050505,8200 ft.,USFS
WSUM,Sumas Washington,"48° 54' 36""",300063B8,"122° 13' 54""",451415,3000 ft.,S&amp;PF
AMAN,Manchu Alaska,"64° 42' 00""",D0D0264E,"147° 01' 00""",500753,671 ft.,DOD
MGAL,Galena Montana,"46° 13' 20""",32335418,"112° 13' 45""",243206,6860 ft.,USFS
IFLE,Fleck Summit Idaho,"43° 37' 11""",3267A5E4,"114° 53' 56""",102802,6500 ft.,USFS
NAGA,Agate Nebraska,"42° 25' 30""",FA6643F2,"103° 44' 09""",250105,4348 ft.,NPS
MSTE,Stevi Montana,"46° 30' 47""",32718458,"114° 05' 28""",242904,3365 ft.,USFS
XWDR,Wild Rivers New Mexico,"36° 41' 41""",3291212A,"105° 40' 07""",290307,7530 ft.,BLM
CBUC,Buck Meadows California,"37° 49' 24""",326DF4CA,"120° 05' 51""",043603,3200 ft.,USFS
ABOX,Box River Alaska,"65° 17' 56""",32D577B0,"158° 54' 19""",500219,1150 ft.,BLM
HKPD,Kealia Pond NWR Hawaii,"20° 47' 51""",32B2C438,"156° 28' 38""",498013,12 ft.,FWS
HWVA,Waianae Valley Hawaii,"21° 28' 50""",487005DA,"158° 09' 19""",492012,957 ft.,S&amp;PF
AHOM,Homer Alaska,"59° 44' 45""",3390828A,"151° 12' 30""",500965,715 ft.,S&amp;PF
NROC,Rock Spring Creek Nevada,"41° 38' 35""",325217DA,"114° 26' 15""",260309,5400 ft.,BLM
WVIE,Viewpoint Washington,"47° 51' 00""",323807CC,"120° 54' 00""",452128,3760 ft.,USFS
MLP1,Lolo Portable (32335418) Montana,"46° 44' 00""",,"114° 14' 00""",,4400 ft.,
NGRE,Great Gulf New Hampshire,"44° 17' 24""",32352246,"71° 13' 41""",270105,1560 ft.,USFS
AR12,FRWS-12 Buffalo City Arkansas,"36° 09' 32""",325D24D2,"92° 27' 34""",,900 ft.,BLM
MSFJ,South Fork Judith Montana,"46° 43' 22""",3291D1AE,"110° 24' 23""",242102,6300 ft.,USFS
MSSC,South Sawmill Creek Montana,"47° 33' 43""",325AF08E,"107° 31' 43""",242403,3290 ft.,BLM
AHPI,Hopi Arizona,"35° 48' 37""",327CE2D8,"110° 12' 25""",020312,6186 ft.,BIA
SWEE,Sweetwater Canyon,"39° 28' 47""",,"109° 11' 59""",,7800 ft.,
MPI2,Piedmont 2 Missouri,"37° 14' 26""",,"90° 16' 25""",,840 ft.,
OMRR,Merrell Ridge Ohio,"39° 36' 33""",32B6F498,"81° 10' 02""",337302,820 ft.,USFS
CSUF,Sugarloaf (SHF) California,"40° 55' 00""",32420332,"122° 26' 18""",040614,4200 ft.,USFS
IPCK,Pole Creek Idaho,"42° 04' 10""",3251B02C,"115° 47' 10""",103210,5660 ft.,BLM
HPTP,PTA Portable Hawaii,"19° 44' 44""",32669284,"155° 37' 38""",490104,5760 ft.,DOD
CCRP,Carpinteria California,"34° 26' 40""",32A1AF9C,"119° 30' 47""",045228,1781 ft.,S&amp;PF
AWON,Wonder Lake Alaska,"63° 29' 25""",FA6111BA,"150° 52' 17""",500710,2120 ft.,NPS
CPKR,Park Ridge California,"36° 43' 27""",FA50A6BE,"118° 56' 33""",044713,7540 ft.,NPS
MONT,Monte Cristo - Ogden 5SW,"40° 27' 35""",,"111° 30' 36""",,8901 ft.,
ARMC,Ram Creek Alaska,"67° 41' 07""",3961D29E,"154° 28' 23""",,3000 ft.,NPS
OFIS,Fish Fin Rim Oregon,"42° 28' 20""",325D842A,"119° 10' 42""",353516,4900 ft.,BLM
LAVA,Lava Point Utah,"37° 23' 30""",FA61745C,"113° 02' 20""",422807,7700 ft.,NPS
CSQS,Red Mountain California,"35° 22' 12""",3256429C,"117° 34' 06""",045132,3620 ft.,BLM
UGRC,Green Canyon Utah,"41° 46' 10""",,"111° 46' 00""",,5237 ft.,
MRSC,Roscommon Michigan,"44° 28' 19""",326B0480,"84° 34' 15""",203401,1176 ft.,S&amp;PF
CHRE,Horse California,"34° 12' 19""",324E2442,"117° 48' 41""",109797,3555 ft.,BLM
ASTR,Stoney River Alaska,"61° 38' 48""",33906178,"156° 26' 00""",500621,265 ft.,S&amp;PF
XIGN,Ignacio Chavez New Mexico,"35° 31' 35""",,"107° 19' 16""",290606,8140 ft.,BLM
CDOW,Dowd Junction Colorado,"39° 37' 37""",3241B960,"106° 27' 06""",051606,8998 ft.,USFS
ILIN,Lines Creek Idaho,"47° 06' 30""",3273D1D0,"116° 13' 40""",100424,5120 ft.,USFS
YEAS,Eastport New York,"40° 48' 00""",625073F8,"72° 42' 00""",305702,100 ft.,S&amp;PF
