X,Y,OBJECTID,StationName,WXID,ObservedDate,NESSID,NWSID,Elevation,SiteDescription,Latitude,Longitude,State,County,Agency,Region,Unit,SubUnit,Status,RainAccumulation,WindSpeedMPH,WindDirDegrees,AirTempStandPlace,FuelTemp,RelativeHumidity,BatteryVoltage,FuelMoisture,WindDirPeak,WindSpeedPeak,SolarRadiation,StationID
-116.95314,33.8781700000001,6469,HIGHLAND SPRINGS,16824138,2023/05/05 10:17:00+00,324E6748,045627,2233,"South East Mt San Jacinto, South West looks down into lower
N/S flat valley bottom, North looks onto Mt San Gorgonio
front range.",33.87817,-116.95314,CA,Riverside,BLM,R8 Lower CO Basin,CA DESERT DISTRICT,WASHINGTON D.C.,A,16.78 inches,9 mph,249 degrees ,45 deg. F,NO DATA,100 % ,12.9 volts,NO DATA,244 degrees,13 mph,0 w/m2,16824138
-110.60142,39.3361100000001,6470,FLATTOP MOUNTAIN,16866097,2023/05/05 10:18:00+00,325F57B6,422002,6120,"STA. SITS IN MODERATE TO HEAVY PINION-JUNIPER 10-15 FT. AND
SAGE/GRASSES.  FLATTOP MTN. IS 1/2 MI. AT 125 DEG.  CANYON
TO NORTH - 2 MI.",39.33611,-110.60142,UT,Emery,BLM,R7 Upper CO Basin,MOAB,WASHINGTON D.C.,A,2.83 inches,6 mph,197 degrees ,46 deg. F,NO DATA,32 % ,12.9 volts,NO DATA,206 degrees,14 mph,0 w/m2,16866097
-108.56172,38.2333600000001,6471,NUCLA,17145647,2023/05/05 09:58:00+00,3251D5CA,053807,5860,"STATION SITS 3-4 MILES NORTH OF NATURITA RIDGE AND 15-20
MILES NORTHWEST OF LONE CONE PEAK. THE NUCLA AIRPORT IS
1 MILE NORTH OF THE SITE.",38.23336,-108.56172,CO,Montrose,BLM,R7 Upper CO Basin,MONTROSE,,A,3.9 inches,4 mph,89 degrees ,48 deg. F,NO DATA,32 % ,12.8 volts,NO DATA,74 degrees,15 mph,0 w/m2,17145647
-90.18083,45.93222,6472,SMITH RAPIDS,17566488,2023/05/05 09:48:00+00,3268B000,470902,1568,,45.93222,-90.18083,WI,Price,USFS,09,CHEQUAMEGON-NICOLET,,A,6.69 inches,4 mph,71 degrees ,41 deg. F,38 deg. F ,79 % ,12.8 volts,10.8 (unk),78 degrees,7 mph,0 w/m2,17566488
-108.88453,37.47261,6473,MOCKINGBIRD,17561378,2023/05/05 09:45:00+00,32939750,055711,6420,,37.47261,-108.88453,CO,Montezuma,BLM,R7 Upper CO Basin,DURANGO,,A,11.86 inches,6 mph,189 degrees ,45 deg. F,NO DATA,31 % ,12.8 volts,NO DATA,181 degrees,12 mph,0 w/m2,17561378
-117.70836,33.8111400000001,6474,FREMONT CANYON,17110073,2023/05/05 09:52:00+00,CA4AF650,045736,1781,"SITE SITS ON RIDGE TOP OVERLOOKING VILLA PARK AND IRVINE
LAKE. STAY ON ROAD ADJACENT TO SITE, DO NOT DRIVE ON GRASS
LAND. SEVERAL GATES WITH COUNTY FIRE 300 LOCK, AS WELL AS
SITE GATE. WATCH FOR WASPS IN BLACK MARINE BATTERY BOX, AND
FLYING ANTS IN TIPPING BUCKET. GE  KEY# 6",33.81114,-117.70836,CA,Orange,S&PF,CALIFORNIA,ORANGE COUNTY FIRE,,A,18.77 inches,6 mph,149 degrees ,48 deg. F,47 deg. F ,97 % ,13 volts,24.1 (unk),161 degrees,8 mph,0 w/m2,17110073
-90.97,46.1975,6475,CLAM LAKE,17331745,2023/05/05 10:02:00+00,333232A6,470304,1500,"LEGAL: T43N R5W S15 SESE, ASHLAND COUNTY, LOCATED ON THEOLD CLAM LAKE FIELD STATION SITE.",46.1975,-90.97,WI,Ashland,USFS,09,CHEQUAMEGON-NICOLET,GLIDDEN RD,A,11.08 inches,1 mph,87 degrees ,37 deg. F,36 deg. F ,96 % ,12.8 volts,15.8 (unk),40 degrees,4 mph,0 w/m2,17331745
-105.20397,38.54053,6476,FOUR MILE,17567777,2023/05/05 09:39:00+00,3293D45A,053903,6305,,38.54053,-105.20397,CO,Fremont,BLM,R7 Upper CO Basin,CANON CITY,,A,2.82 inches,3 mph,30 degrees ,45 deg. F,NO DATA,65 % ,13 volts,NO DATA,53 degrees,7 mph,0 w/m2,17567777
-109.22111,39.27889,6477,BRYSON CANYON,16866358,2023/05/05 09:48:00+00,325F622C,422102,5320,"STA. SITS ON HIGH DESERT RIDGE RUNNING NW-SE.  CANYON, 30 YD
TO THE SOUTH RUNS N-S INTO WIDE VALLEY.  HIGH MTNS. 50 MI.
SOUTH.  BOOK CLIFFS NNW OF STA.  SMALL VALLEY TO NW.  DESERT
FLATTENS OUT TO NE.
KEY #2 10/10/06 zurf.",39.27889,-109.22111,UT,Grand,BLM,R7 Upper CO Basin,MOAB,WASHINGTON D.C.,A,7.34 inches,9 mph,221 degrees ,56 deg. F,NO DATA,20 % ,12.9 volts,NO DATA,195 degrees,27 mph,0 w/m2,16866358
-105.45192,38.34569,6478,COPPER GULCH,16805679,2023/05/05 09:49:00+00,32599266,053904,7410,"SITE SITS BEHIND THE HOME OF FRED STEEL.  ACCESS IS ON THE
LEFT OF HIS PROPERTY LINE.  A LOW EAST WEST RIDGE RUNS
BEHIND STATION.  P-PINE, JUNIPER, PINION AND SAGE IN
SITE AREA.",38.34569,-105.45192,CO,Fremont,BLM,R7 Upper CO Basin,CANON CITY,WASHINGTON D.C.,A,2.16 inches,2 mph,257 degrees ,38 deg. F,NO DATA,79 % ,13 volts,NO DATA,174 degrees,6 mph,0 w/m2,16805679
-116.20833,43.5647200000001,6479,MISSOULA QD2,19882761,2023/03/13 05:29:00+00,328A7560,,2865,,43.56472,-116.20833,ID,Ada,BLM,R5 Missouri Basin,DAKOTAS,Missoula FO,A,0 inches,6 mph,NO DATA,42 deg. F,NO DATA,82 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19882761
-116.85997,33.8563600000001,6480,POPPET FLAT,17166920,2023/05/05 10:15:00+00,324F76C4,045632,3830,"Station sits on the south end of a short finger ridge that
runs N-S behind the Poppet Flat community water tank.
Poppet Flat community approx. 1 mile SSW.Sage, grass and
rock all around.",33.85636,-116.85997,CA,Riverside,BLM,R8 Lower CO Basin,CA DESERT DISTRICT,WASHINGTON DC,A,35.05 inches,6 mph,220 degrees ,40 deg. F,NO DATA,100 % ,13 volts,NO DATA,219 degrees,13 mph,0 w/m2,17166920
-109.89306,37.5247200000001,6481,KANE GULCH,16865328,2023/05/05 09:42:00+00,3255A660,422712,6500,"STATION SITS ON RED DIRT RIDGE OVER LOOKING THE KANG GULCH
RANGER STATION.  PREDOMINITLY JUNIPER AND PINYON PINE, THE
AREA IS LOADED WITH BUTTON HOOK CACTUS.  CANYON LANDS
NATIONAL PARK IS TO THE NORTH. GRAND GULCH PRIMITIVE AREA
TRAIL HEAD IS ACROSS THE HWY.",37.52472,-109.89306,UT,San Juan,BLM,R7 Upper CO Basin,MOAB,WASHINGTON D.C.,A,6.24 inches,3 mph,55 degrees ,34 deg. F,NO DATA,46 % ,12.9 volts,NO DATA,65 degrees,5 mph,0 w/m2,16865328
-107.73853,38.84558,6482,JAY,16809263,2023/05/01 15:53:00+00,324AC28A,052704,6267,"5-6 FT. JUNIPER AND 3' SAGE AND THICK ROCKS ON KNOB WITH
VALLEYS ON ALL SIDES.  MTNS TO EAST 15 MILES.  OTHER HILLS
2 MILES IN ALL DIRECTIONS EXCEPT SOUTH.",38.84558,-107.73853,CO,Delta,BLM,R7 Upper CO Basin,MONTROSE,WASHINGTON D.C.,A,6.66 inches,4 mph,94 degrees ,75 deg. F,NO DATA,20 % ,14.1 volts,NO DATA,110 degrees,13 mph,491 w/m2,16809263
-116.48011,33.7687500000001,6483,CATHEDRAL CANYON,16822609,2023/05/05 09:53:00+00,324E02AE,045629,605,,33.76875,-116.48011,CA,Riverside,BLM,R8 Lower CO Basin,CA DESERT DISTRICT,WASHINGTON DC,A,3.36 inches,1 mph,195 degrees ,58 deg. F,NO DATA,46 % ,13.1 volts,NO DATA,192 degrees,4 mph,0 w/m2,16822609
-117.73824,33.91382,6484,CHINO HILLS,19712524,2023/05/05 10:09:00+00,32B68CDA,045510,1776,Heavy grass/wild flowers w/ sparse brush.,33.91382,-117.73824,CA,Orange,S&PF,CALIFORNIA,ORANGE COUNTY FIRE,ORC,A,26.75 inches,3 mph,NO DATA,47 deg. F,NO DATA,100 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19712524
-104.06689,46.4836900000001,6485,CANNONBALL CREEK,16833336,2022/06/23 00:40:00+00,3276C566,244301,2959,"SITE IS LOCATED IN A LOW SPOT; SURROUNDED BY
GRASSLAND AND SOME SAGEBRUSH AND ROLLING HILLS.",46.48369,-104.06689,MT,Fallon,BLM,R5 Missouri Basin,MILES CITY,WASHINGTON D.C.,A,6.79 inches,9 mph,232 degrees ,81 deg. F,NO DATA,32 % ,13.3 volts,NO DATA,236 degrees,15 mph,393 w/m2,16833336
-84.36333,30.3708300000001,6486,WAKULLA PORTABLE,17489506,2023/03/15 13:18:59+00,328B27E6,,73,ANF BU 224 (Prescribed Fire),30.37083,-84.36333,FL,Leon,USFS,08,NF'S IN FLORIDA,APALACHICOLA NF,A,0 inches,3 mph,43 degrees ,43 deg. F,44 deg. F ,54 % ,13 volts,7.9 (unk),31 degrees,5 mph,NO DATA,17489506
-107.74263,42.32737,6487,MICRO BLM #1 (WORLAND),17292655,2023/03/13 18:07:00+00,327AC4FA,,8030,,42.32737,-107.74263,WY,Fremont,BLM,R7 Upper CO Basin,WORLAND,Lander Field Office,D,0 inches,7 mph,314 degrees ,35 deg. F,NO DATA,49 % ,14.6 volts,NO DATA,10 degrees,10 mph,375 w/m2,17292655
-105.36306,42.0605600000001,6488,MBR PORTABLE 1,17567036,2023/03/13 20:25:00+00,837854F8,,7090,,42.06056,-105.36306,WY,Converse,USFS,02,MEDICINE BOW NF,,D,0 inches,12 mph,155 degrees ,38 deg. F,42 deg. F ,51 % ,13.9 volts,3.5 (unk),147 degrees,18 mph,NO DATA,17567036
-80.85694,36.47556,6489,RAVEN KNOB (SURRY CTY),17500197,2023/04/20 14:16:59+00,3269E286,310301,1300,,36.47556,-80.85694,NC,Surry,S&PF,NORTH CAROLINA,DIV. OF FOREST RES.,D10 LEXINGTON,A,10.63 inches,1 mph,208 degrees ,77 deg. F,80 deg. F ,38 % ,13.3 volts,15.4 (unk),225 degrees,4 mph,428 w/m2,17500197
-80.4924799999999,36.3564900000001,6490,PILOT MOUNTAIN,,2023/04/20 14:38:00+00,,,,,,,,,,,,,,12.09 inches,2 mph,NO DATA,76 deg. F,NO DATA,42 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17920809
-86.08111,33.44111,6491,TALLADEGA,17042979,2023/05/05 10:27:00+00,3236363E,012701,600,FIRE WX ZONE: 80720' ws,33.44111,-86.08111,AL,Talladega,USFS,08,NF'S IN ALABAMA,TALLADEGA RD,A,25.15 inches,0 mph,48 degrees ,54 deg. F,54 deg. F ,95 % ,12.7 volts,20.6 (unk),23 degrees,3 mph,0 w/m2,17042979
-86.70325,31.1618100000001,6492,DIXON,18872852,2023/05/05 09:38:00+00,32B26A12,016301,321,,31.16181,-86.70325,AL,Escambia,USFS,08,NF'S IN ALABAMA,Conecuh NF,A,19.78 inches,0 mph,115 degrees ,62 deg. F,NO DATA,80 % ,13.2 volts,NO DATA,118 degrees,0 mph,0 w/m2,18872852
-80.31157,35.79209,6493,LEXINGTON,17355050,2023/04/20 14:16:00+00,4070B596,314602,750,,35.79209,-80.31157,NC,Davidson,S&PF,NORTH CAROLINA,DIV. OF FOREST RES.,DISTRICT-10,A,13.5 inches,3 mph,236 degrees ,73 deg. F,78 deg. F ,47 % ,13.6 volts,13.8 (unk),213 degrees,9 mph,571 w/m2,17355050
-104.41508,44.0383100000001,6494,MBR PORTABLE 1,17567037,2023/04/11 17:25:00+00,837854F8,,5134,,44.03831,-104.41508,WY,Converse,USFS,02,MEDICINE BOW NF,,A,0 inches,12 mph,184 degrees ,72 deg. F,75 deg. F ,26 % ,13.3 volts,8.4 (unk),205 degrees,19 mph,NO DATA,17567037
-86.09103,33.1639700000001,6495,SCHOOLHOUSE,18611732,2023/05/05 09:49:59+00,323C02F6,012801,932,,33.16397,-86.09103,AL,Clay,USFS,08,NF'S IN ALABAMA,Talladega RD,A,28.72 inches,0 mph,NO DATA,54 deg. F,NO DATA,87 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18611732
-108.99528,43.93053,6496,MICRO BLM #1 (WORLAND),17292656,2023/05/05 10:07:00+00,327AC4FA,,7320,,43.93053,-108.99528,WY,Fremont,BLM,R7 Upper CO Basin,WORLAND,Lander Field Office,A,1.71 inches,3 mph,78 degrees ,37 deg. F,NO DATA,82 % ,12.7 volts,NO DATA,151 degrees,7 mph,0 w/m2,17292656
-80.57972,25.6250000000001,6497,CHEKIKA,17087536,2023/05/05 10:24:00+00,FA6255BE,086704,5,,25.625,-80.57972,FL,,NPS,SOUTHEAST,EVERGLADES NP,,A,9.49 inches,3 mph,111 degrees ,65 deg. F,NO DATA,100 % ,12.7 volts,NO DATA,112 degrees,4 mph,0 w/m2,17087536
-80.68028,25.3902800000001,6498,CACHE,17222711,2023/05/05 10:24:00+00,FA6332A2,086702,5,,25.39028,-80.68028,FL,Miami-Dade,NPS,SOUTHEAST,EVERGLADES NP,FIRE & AVIATION,A,8.06 inches,0 mph,268 degrees ,59 deg. F,NO DATA,95 % ,12.7 volts,NO DATA,268 degrees,2 mph,0 w/m2,17222711
-76.80067,35.64122,6499,NC FIRE RAWS #4,,2023/03/14 17:45:59+00,,,,,,,,,,,,,,0.57 inches,8 mph,NO DATA,51 deg. F,NO DATA,33 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17430588
-76.80067,35.64122,6500,NC FIRE RAWS #4,,2023/05/05 09:46:00+00,,,,,,,,,,,,,,6.89 inches,2 mph,NO DATA,42 deg. F,NO DATA,100 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17430590
-85.3625,38.92528,6501,BIG OAKS,17361951,2023/05/05 09:48:00+00,8375E410,127301,900,,38.92528,-85.3625,IN,Ripley,FWS,REGION 3,BIG OAKS NWR,,A,18.38 inches,3 mph,53 degrees ,41 deg. F,32 deg. F ,92 % ,12.5 volts,17.8 (unk),50 degrees,3 mph,0 w/m2,17361951
-76.8905599999999,38.01194,6502,GDR-PORT-QD,17491008,2023/04/13 14:42:00+00,837A34EA,448090,45,,38.01194,-76.89056,VA,Rappahannock,FWS,REGION 5,GREAT DISMAL NWR,,A,3.22 inches,3 mph,299 degrees ,77 deg. F,89 deg. F ,35 % ,13.2 volts,10.4 (unk),308 degrees,6 mph,643 w/m2,17491008
-121.50639,41.71167,6503,INDIAN WELL,17108269,2023/05/05 10:01:00+00,FA5020AA,040233,4777,Station is located at Headquarters SW of the Administration Building.,41.71167,-121.50639,CA,Siskiyou,NPS,PACIFIC WEST,LAVA BEDS NM,,A,6.49 inches,10 mph,256 degrees ,41 deg. F,40 deg. F ,78 % ,13 volts,17.6 (unk),249 degrees,17 mph,0 w/m2,17108269
-107.16383,37.30956,6504,SJF2 PAGOSA PORTABLE,17271672,2023/03/15 15:49:00+00,327FC33A,055904,8099,Ponderosa pine and mountain grassland within a grazing exclosure,37.30956,-107.16383,CO,Archuleta,USFS,02,SAN JUAN NF,PAGOSA RD,D,0 inches,4 mph,287 degrees ,34 deg. F,37 deg. F ,69 % ,13.1 volts,4.9 (unk),266 degrees,11 mph,NO DATA,17271672
-116.20806,43.4161100000001,6505,PRAWS 12 (WX TEST),18910278,2023/03/31 22:21:00+00,325515EE,,2866,,43.56499,-116.2088,ID,,BLM,R9 Columbia Pac NW,BLM/NIFC,RAWS,A,2 inches,6 mph,NO DATA,48 deg. F,NO DATA,50 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18910278
-91.5655399999999,36.1060200000001,6506,EVENING SHADE,,2023/03/15 20:11:00+00,,,,,,,,,,,,,,54.81 inches,7 mph,NO DATA,57 deg. F,NO DATA,34 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17433368
-116.20861,43.5650000000001,6507,PRAWS 5,,2023/03/15 20:35:59+00,,,,,,,,,,,,,,0.01 inches,8 mph,NO DATA,61 deg. F,NO DATA,40 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18899547
-84.46889,30.30778,6508,WAKULLA PORTABLE,17489507,2023/03/21 14:19:00+00,328B27E6,,95,ANF BU 246 (Prescribed Fire),30.30778,-84.46889,FL,Leon,USFS,08,NF'S IN FLORIDA,APALACHICOLA NF,A,0 inches,3 mph,107 degrees ,54 deg. F,52 deg. F ,49 % ,14.4 volts,6.8 (unk),149 degrees,4 mph,NO DATA,17489507
-91.71678,36.2685000000001,6509,HORSESHOE BEND,,2023/03/30 17:11:00+00,,,,,,,,,,,,,,58.65 inches,8 mph,NO DATA,66 deg. F,NO DATA,30 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17433369
-89.17833,31.2042000000001,6510,RAGLAND HILLS,18069267,2023/05/05 10:01:00+00,328BE2F8,227401,285,,31.2042,-89.17833,MS,Forrest,USFS,08,NF'S IN MISSISSIPPI,,A,22.82 inches,2 mph,NO DATA,63 deg. F,NO DATA,89 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18069267
-110.4195,31.4233800000001,6511,PRAWS 5  (SUNNYSIDE),,2023/03/22 22:36:00+00,,,,,,,,,,,,,,0.25 inches,7 mph,NO DATA,57 deg. F,NO DATA,47 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18899550
-108.0295,44.8955300000001,6512,WRBB PORT #1,19123774,2023/03/16 18:00:00+00,32D00832,,7213,,44.89553,-108.0295,WY,Big Horn,BLM,R7 Upper CO Basin,WORLAND,,D,0.02 inches,12 mph,NO DATA,22 deg. F,NO DATA,43 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19123774
144.73543,13.3130400000001,6513,DANDAN,17032477,2023/03/16 18:59:59+00,3282A7AE,661001,320,LOCATED ON NASA STATION DANDAN,13.31304,144.73543,GU,Guam,USFS,05,PACIFIC ISLANDS,GUAM FORESTRY,D,2.47 inches,8 mph,32 degrees ,76 deg. F,75 deg. F ,83 % ,12.8 volts,20.6 (unk),42 degrees,16 mph,0 w/m2,17032477
-91.98083,46.1358300000001,6514,MINONG,,2023/05/05 10:04:00+00,,,,,,,,,,,,,,8.11 inches,8 mph,NO DATA,38 deg. F,NO DATA,90 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17449248
-115.619,36.1512500000001,6515,H-T PORTABLE #5,,2023/05/05 09:59:00+00,,,,,,,,,,,,,,8.4 inches,3 mph,NO DATA,29 deg. F,NO DATA,86 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17469494
-85.0197199999999,30.0580600000001,6516,APALACH PORTABLE,17489892,2023/03/16 19:37:00+00,329324DE,,80,,30.05806,-85.01972,FL,Liberty,USFS,08,NF'S IN FLORIDA,APALACHACOLA NF,A,0 inches,3 mph,170 degrees ,67 deg. F,69 deg. F ,51 % ,12.8 volts,6.7 (unk),201 degrees,8 mph,NO DATA,17489892
-123.55571,39.35918,6517,CALFIRE  PORTABLE 511 ,18709024,2023/04/24 19:44:59+00,AAB61444,,153,,39.35918,-123.55571,CA,Butte,S&PF,CALIFORNIA,CDF,,A,5.4 inches,4 mph,NO DATA,64 deg. F,NO DATA,53 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18709024
-109.09944,44.21889,6518,WRBB PORT #1,19123776,2023/05/02 11:00:00+00,32D00832,,7363,,44.21889,-109.09944,WY,Park,BLM,R7 Upper CO Basin,WORLAND,,A,0.6 inches,4 mph,NO DATA,49 deg. F,NO DATA,42 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19123776
144.73543,13.3130400000001,6519,DANDAN,17032482,2023/03/17 15:00:00+00,3282A7AE,661001,320,LOCATED ON NASA STATION DANDAN,13.31304,144.73543,GU,Guam,USFS,05,PACIFIC ISLANDS,GUAM FORESTRY,D,2.47 inches,9 mph,46 degrees ,77 deg. F,76 deg. F ,68 % ,12.8 volts,13.8 (unk),31 degrees,19 mph,0 w/m2,17032482
144.73543,13.3130400000001,6520,DANDAN,17032487,2023/03/28 15:00:00+00,3282A7AE,661001,320,LOCATED ON NASA STATION DANDAN,13.31304,144.73543,GU,Guam,USFS,05,PACIFIC ISLANDS,GUAM FORESTRY,A,3.19 inches,3 mph,0 degrees ,76 deg. F,75 deg. F ,97 % ,12.8 volts,23 (unk),27 degrees,4 mph,0 w/m2,17032487
-81.4811099999999,28.0247200000001,6521,HATCHINEHA,19884041,2023/04/21 20:50:00+00,AAB1FB50,,115,,28.02472,-81.48111,FL,Polk,FWS,REGION 4,EVERGLADES HW NWR,Hatchineha,A,4.08 inches,1 mph,NO DATA,82 deg. F,NO DATA,57 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19884041
-116.20833,43.5650000000001,6522,B-T PORTABLE #3,17535061,2023/03/20 04:56:00+00,3292D6A0,,2865,,43.565,-116.20833,ID,Ada,USFS,04,BRIDGER-TETON NF,,A,0 inches,6 mph,94 degrees ,47 deg. F,48 deg. F ,42 % ,12.8 volts,5.9 (unk),78 degrees,10 mph,NO DATA,17535061
-90.8716699999999,32.90333,6523,DELTA RD,17078824,2023/05/05 10:10:00+00,3282C248,223301,100,,32.90333,-90.87167,MS,Sharkey,USFS,08,NF'S IN MISSISSIPPI,DELTA RD,A,7.75 inches,5 mph,331 degrees ,63 deg. F,60 deg. F ,83 % ,12.8 volts,10.5 (unk),326 degrees,9 mph,0 w/m2,17078824
-116.68777,46.2882300000001,6524,MISSION CREEK,17526044,2023/05/05 10:02:59+00,328C36A4,100901,3411,,46.28823,-116.68777,ID,Lewis,BIA,Northwest,North. Idaho Agency,Nez Perce Tribe,A,6.06 inches,1 mph,312 degrees ,50 deg. F,NO DATA,100 % ,12.7 volts,NO DATA,335 degrees,6 mph,0 w/m2,17526044
-117.73306,48.46083,6525,LITTLE PEND OREILLE NWR,17343013,2023/05/05 10:28:59+00,83745564,453416,2045,,48.46083,-117.73306,WA,Stevens,FWS,REGION 1,LITTLE PEND OREILLE,,A,5.85 inches,0 mph,272 degrees ,53 deg. F,52 deg. F ,91 % ,12.7 volts,18.7 (unk),94 degrees,8 mph,0 w/m2,17343013
-117.52833,47.4175000000001,6526,CHENEY,17343527,2023/05/05 10:28:59+00,837460FE,453506,2230,,47.4175,-117.52833,WA,Spokane,FWS,REGION 1,TURNBULL NWR,,A,5.58 inches,4 mph,180 degrees ,51 deg. F,50 deg. F ,96 % ,12.8 volts,22.1 (unk),193 degrees,7 mph,0 w/m2,17343527
-84.83611,30.26444,6527,APALACH PORTABLE,17489893,2023/03/21 14:37:00+00,329324DE,,110,,30.26444,-84.83611,FL,Liberty,USFS,08,NF'S IN FLORIDA,APALACHACOLA NF,A,0 inches,4 mph,100 degrees ,58 deg. F,61 deg. F ,41 % ,13.6 volts,6 (unk),111 degrees,7 mph,NO DATA,17489893
-156.1865,20.64597,6528,NA KULA,16908602,2023/05/05 09:35:00+00,FA45A6E0,498014,917,,20.64597,-156.1865,HI,Maui,NPS,PACIFIC WEST,HALEAKALA NP,,A,17.95 inches,18 mph,80 degrees ,72 deg. F,69 deg. F ,56 % ,13.1 volts,12.4 (unk),81 degrees,36 mph,0 w/m2,16908602
-117.13888,34.23483,6529,HEAPS PEAK,17538346,2023/05/05 07:15:00+00,AAC0C74E,045133,6455,Station moved from initial siting (34:14:04 x 117:08:24) to a more exposed location on the ridge approximately 380 feet to the NE (60 degrees) on 08Jun2017.  Elevation increased approximately 50 feet.  Lat/Long/Elev values from Google Earth.,34.23483,-117.13888,CA,San Bernardino,USFS,05,SAN BERNARDINO NF,MOUNTAINTOP RD,A,33.24 inches,11 mph,199 degrees ,32 deg. F,32 deg. F ,100 % ,12.9 volts,27.3 (unk),217 degrees,20 mph,4 w/m2,17538346
-89.11472,45.15889,6530,ANTIGO,,2023/05/05 10:05:00+00,,,,,,,,,,,,,,6.32 inches,6 mph,NO DATA,43 deg. F,NO DATA,83 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17450028
-121.57111,46.7311100000001,6531,OHANAPECOSH,17409073,2023/05/05 09:42:00+00,FA65211A,451119,1950,,46.73111,-121.57111,WA,,NPS,PACIFIC WEST,MT. RAINIER NP,,A,55.19 inches,0 mph,189 degrees ,44 deg. F,44 deg. F ,99 % ,13 volts,26.8 (unk),17 degrees,2 mph,0 w/m2,17409073
-96.29794,36.5974200000001,6532,OSAGE,18233112,2023/03/28 15:17:00+00,32D7D2BC,340901,847,,36.59742,-96.29794,OK,Osage,BIA,Eastern Oklahoma,Osage Agency,,A,3.48 inches,11 mph,NO DATA,43 deg. F,NO DATA,66 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18233112
-120.6048,38.7264000000001,6533,CALFIRE PORTABLE 27,17217876,2023/05/01 15:53:00+00,CA49774A,049915,3600,,38.7264,-120.6048,CA,El Dorado,S&PF,CALIFORNIA,CDF,AMADOR-ELDORADO UNIT,A,3.26 inches,1 mph,180 degrees ,41 deg. F,43 deg. F ,100 % ,12.6 volts,15.7 (unk),168 degrees,6 mph,61 w/m2,17217876
-105.32119,40.4548100000001,6534,ARF1 PORTABLE,17492798,2023/03/23 17:56:00+00,328DB24A,050598,7033,,40.45481,-105.32119,CO,Larimer,USFS,02,ARAPAHO/ROOSEVELT NF,ARF Portable,D,0 inches,0 mph,297 degrees ,39 deg. F,53 deg. F ,55 % ,13.8 volts,3.5 (unk),348 degrees,9 mph,535 w/m2,17492798
-120.9241,35.6564500000001,6535,LAS TABLAS,17098282,2023/05/05 10:07:00+00,CA23742A,044904,967,Station located at the Las Tablas CDF Station275 Cypress Mountain Dr - West of Paso Robles,35.65645,-120.9241,CA,San Luis Obispo,S&PF,CALIFORNIA,CDF,SAN LUIS OBISPO UNIT,A,54.16 inches,0 mph,102 degrees ,41 deg. F,41 deg. F ,100 % ,13 volts,19.2 (unk),239 degrees,1 mph,0 w/m2,17098282
-98.7419199999999,34.7606700000001,6536,WICHITA,16899884,2023/05/05 10:28:59+00,83713742,345801,1832,ROLLING HILLS ONE HALF MILE TO THE NORTH. LARGER MOUNTIONONE MILE NORTH AND WEST AT ABOUT 2200FT. HIGH. STATION SITSTO THE WEST OF A SMALL ROLLING HILL. ACCES ROAD TO THE NORTHABOUT 200 FT. STATION IS IN A FENCED WILDLIFE HABITAT. NOACCES TO THE PUBLIC.,34.76067,-98.74192,OK,Comanche,FWS,REGION 2,WICHITA MTNS. NWR,,A,4.15 inches,11 mph,149 degrees ,62 deg. F,62 deg. F ,100 % ,12.8 volts,25.1 (unk),147 degrees,18 mph,0 w/m2,16899884
-98.1572199999999,26.07861,6537,SANTA ANA NWR,17161767,2023/05/05 09:45:00+00,837197BA,418602,90,STATION SITS APPROXIMATELY 1 MI SE OF FIRE OFFICE AT THESANTA ANA WILDLIFE REFUGE. MIXED DISIDOUS TREES AND GRASS.,26.07861,-98.15722,TX,Hidalgo,FWS,REGION 2,S. TX REFUGE COMPLEX,SANTA ANA NWR,A,5.87 inches,5 mph,175 degrees ,77 deg. F,NO DATA,96 % ,12.8 volts,NO DATA,117 degrees,22 mph,0 w/m2,17161767
